spending_id,customer_id,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods
670,3363,0.00,6.00,3.00,7.00,6.00,12.00
671,3376,125.00,6.00,73.00,8.00,4.00,19.00
672,3381,70.00,0.00,16.00,0.00,0.00,4.00
673,3386,34.00,4.00,66.00,3.00,10.00,20.00
674,3388,129.00,26.00,67.00,3.00,67.00,2.00
675,3389,726.00,53.00,363.00,123.00,107.00,161.00
676,3403,1170.00,19.00,594.00,99.00,76.00,134.00
677,3406,138.00,33.00,87.00,28.00,24.00,12.00
678,3409,141.00,8.00,129.00,3.00,11.00,47.00
679,3412,815.00,8.00,53.00,11.00,0.00,70.00
680,3421,635.00,15.00,100.00,20.00,7.00,131.00
681,3422,1115.00,12.00,128.00,33.00,12.00,76.00
682,3426,1045.00,61.00,338.00,60.00,46.00,46.00
683,3427,629.00,0.00,70.00,0.00,0.00,35.00
684,3428,919.00,0.00,505.00,99.00,30.00,45.00
685,3433,390.00,22.00,323.00,104.00,35.00,107.00
686,3434,483.00,72.00,567.00,94.00,12.00,108.00
687,3436,11.00,0.00,5.00,2.00,1.00,1.00
688,3439,157.00,6.00,39.00,6.00,13.00,75.00
689,3445,216.00,162.00,224.00,101.00,92.00,162.00
690,3463,674.00,62.00,134.00,0.00,26.00,8.00
691,3469,19.00,18.00,33.00,24.00,1.00,8.00
692,3478,267.00,42.00,309.00,55.00,42.00,21.00
693,3479,4.00,8.00,11.00,12.00,2.00,13.00
694,3483,1039.00,43.00,204.00,153.00,58.00,29.00
695,3491,384.00,60.00,364.00,119.00,101.00,232.00
696,3498,462.00,61.00,184.00,10.00,53.00,107.00
697,3503,255.00,47.00,573.00,52.00,32.00,15.00
698,3507,676.00,161.00,426.00,210.00,44.00,58.00
699,3515,87.00,13.00,34.00,10.00,6.00,10.00
700,3517,50.00,4.00,44.00,10.00,10.00,43.00
701,3518,10.00,1.00,18.00,10.00,4.00,7.00
702,3520,162.00,28.00,818.00,0.00,28.00,56.00
703,3523,583.00,34.00,309.00,0.00,22.00,125.00
704,3524,80.00,1.00,60.00,4.00,6.00,16.00
705,3525,12.00,0.00,4.00,0.00,0.00,1.00
706,3526,32.00,0.00,5.00,0.00,0.00,1.00
707,3535,251.00,108.00,334.00,65.00,92.00,117.00
708,3536,7.00,11.00,3.00,10.00,4.00,20.00
709,3537,31.00,3.00,31.00,2.00,8.00,4.00
710,3547,14.00,7.00,9.00,6.00,16.00,12.00
711,3551,62.00,1.00,57.00,19.00,11.00,48.00
712,3559,12.00,11.00,10.00,3.00,12.00,9.00
713,3560,901.00,31.00,345.00,75.00,31.00,191.00
714,3565,56.00,0.00,14.00,0.00,0.00,2.00
715,3570,159.00,2.00,51.00,6.00,2.00,24.00
716,3571,918.00,21.00,118.00,13.00,10.00,21.00
717,3578,122.00,21.00,43.00,25.00,10.00,15.00
718,3584,1181.00,26.00,120.00,17.00,13.00,39.00
719,3594,539.00,6.00,91.00,8.00,6.00,97.00
720,3595,631.00,43.00,239.00,128.00,76.00,21.00
721,3598,441.00,35.00,83.00,7.00,29.00,11.00
722,3599,575.00,80.00,428.00,208.00,93.00,80.00
723,3602,140.00,3.00,29.00,4.00,5.00,14.00
724,3619,345.00,25.00,501.00,63.00,138.00,80.00
725,3623,4.00,0.00,16.00,17.00,4.00,4.00
726,3628,4.00,8.00,11.00,19.00,12.00,26.00
727,3629,76.00,3.00,31.00,4.00,4.00,27.00
728,3635,492.00,0.00,37.00,7.00,0.00,42.00
729,3641,10.00,2.00,15.00,2.00,1.00,6.00
730,3643,750.00,8.00,125.00,11.00,8.00,26.00
731,3645,19.00,3.00,26.00,10.00,9.00,3.00
732,3657,94.00,1.00,33.00,13.00,12.00,12.00
733,3661,594.00,51.00,631.00,72.00,55.00,32.00
734,3665,1.00,9.00,8.00,11.00,3.00,22.00
735,3667,778.00,178.00,689.00,41.00,27.00,44.00
736,3673,371.00,17.00,238.00,23.00,24.00,106.00
737,3678,488.00,23.00,71.00,15.00,0.00,59.00
738,3690,1184.00,102.00,673.00,52.00,40.00,40.00
739,3696,27.00,1.00,12.00,2.00,0.00,10.00
740,3697,69.00,8.00,26.00,12.00,7.00,12.00
741,3698,817.00,185.00,687.00,145.00,55.00,241.00
742,3706,19.00,8.00,29.00,0.00,12.00,26.00
743,3710,19.00,0.00,35.00,6.00,4.00,17.00
744,3711,1035.00,134.00,670.00,25.00,38.00,0.00
745,3712,212.00,5.00,33.00,7.00,0.00,2.00
746,3717,403.00,24.00,29.00,6.00,24.00,218.00
747,3722,31.00,1.00,8.00,0.00,0.00,8.00
748,3725,1248.00,16.00,349.00,43.00,16.00,16.00
749,3726,4.00,1.00,9.00,3.00,0.00,0.00
750,3732,393.00,0.00,239.00,90.00,69.00,69.00
751,3745,5.00,36.00,7.00,0.00,10.00,45.00
752,3749,627.00,91.00,597.00,159.00,91.00,15.00
753,3759,743.00,19.00,181.00,12.00,0.00,200.00
754,3762,196.00,0.00,512.00,33.00,130.00,54.00
755,3766,100.00,71.00,243.00,108.00,94.00,219.00
756,3767,378.00,0.00,189.00,97.00,172.00,172.00
757,3769,25.00,1.00,13.00,0.00,0.00,3.00
758,3783,105.00,0.00,10.00,0.00,1.00,0.00
759,3790,8.00,1.00,5.00,0.00,0.00,1.00
760,3798,24.00,2.00,23.00,0.00,8.00,24.00
761,3799,315.00,35.00,322.00,46.00,7.00,143.00
762,3807,473.00,21.00,176.00,19.00,21.00,56.00
763,3828,533.00,10.00,217.00,198.00,174.00,195.00
764,3829,1.00,3.00,6.00,10.00,0.00,9.00
765,3830,295.00,21.00,78.00,39.00,13.00,13.00
766,3834,231.00,161.00,215.00,171.00,30.00,53.00
767,3839,6.00,12.00,3.00,21.00,6.00,40.00
768,3846,192.00,5.00,53.00,0.00,5.00,15.00
769,3850,3.00,3.00,3.00,15.00,4.00,15.00
770,3852,505.00,72.00,270.00,36.00,27.00,54.00
771,3855,30.00,3.00,47.00,19.00,21.00,42.00
772,3856,571.00,50.00,142.00,33.00,50.00,159.00
773,3859,410.00,112.00,420.00,0.00,82.00,71.00
774,3865,2.00,12.00,10.00,6.00,13.00,30.00
775,3867,410.00,112.00,420.00,0.00,82.00,71.00
776,3870,359.00,35.00,314.00,93.00,116.00,89.00
777,3878,3.00,4.00,7.00,15.00,8.00,11.00
778,3885,16.00,2.00,18.00,3.00,0.00,24.00
779,3887,3.00,17.00,26.00,20.00,1.00,39.00
780,3896,22.00,1.00,11.00,0.00,1.00,2.00
781,3900,642.00,14.00,49.00,0.00,7.00,57.00
782,3910,897.00,161.00,430.00,186.00,161.00,27.00
783,3916,639.00,8.00,166.00,11.00,8.00,58.00
784,3919,960.00,0.00,883.00,50.00,38.00,0.00
785,3921,24.00,1.00,108.00,29.00,29.00,14.00
786,3924,801.00,0.00,80.00,0.00,0.00,35.00
787,3933,186.00,36.00,234.00,86.00,72.00,48.00
788,3934,356.00,0.00,107.00,19.00,9.00,117.00
789,3945,618.00,44.00,215.00,0.00,17.00,36.00
790,3955,2.00,1.00,1.00,1.00,0.00,1.00
791,3967,331.00,197.00,170.00,58.00,152.00,35.00
792,3968,918.00,10.00,129.00,13.00,0.00,129.00
793,3969,35.00,4.00,17.00,7.00,6.00,64.00
794,3972,266.00,6.00,51.00,8.00,6.00,64.00
795,3979,982.00,17.00,672.00,23.00,34.00,51.00
796,4001,406.00,0.00,30.00,0.00,0.00,8.00
797,4002,463.00,96.00,333.00,168.00,53.00,10.00
798,4012,799.00,12.00,375.00,16.00,12.00,12.00
799,4023,16.00,17.00,19.00,20.00,21.00,22.00
800,4037,3.00,1.00,3.00,8.00,0.00,5.00
801,4042,91.00,3.00,52.00,2.00,1.00,31.00
802,4047,384.00,0.00,102.00,21.00,32.00,5.00
803,4050,42.00,16.00,29.00,12.00,20.00,8.00
804,4055,2.00,10.00,11.00,12.00,9.00,20.00
805,4058,618.00,15.00,106.00,20.00,7.00,45.00
806,4065,308.00,0.00,73.00,0.00,0.00,23.00
807,4066,1.00,5.00,8.00,4.00,8.00,20.00
808,4070,169.00,24.00,553.00,188.00,0.00,144.00
809,4073,769.00,80.00,252.00,15.00,34.00,65.00
810,4084,224.00,155.00,155.00,192.00,93.00,54.00
811,4086,6.00,1.00,7.00,23.00,4.00,19.00
812,4088,108.00,1.00,28.00,13.00,1.00,4.00
813,4093,216.00,9.00,57.00,20.00,9.00,125.00
814,4094,201.00,2.00,43.00,3.00,5.00,35.00
815,4095,167.00,37.00,64.00,49.00,34.00,116.00
816,4096,112.00,19.00,21.00,16.00,14.00,5.00
817,4098,20.00,3.00,16.00,0.00,4.00,1.00
818,4099,10.00,2.00,16.00,11.00,2.00,21.00
819,4102,11.00,1.00,2.00,2.00,1.00,6.00
820,4107,269.00,15.00,69.00,15.00,19.00,38.00
821,4114,650.00,37.00,780.00,27.00,167.00,32.00
822,4119,112.00,17.00,44.00,34.00,22.00,89.00
823,4120,88.00,39.00,78.00,58.00,13.00,93.00
824,4122,504.00,23.00,117.00,179.00,28.00,44.00
825,4127,1004.00,59.00,265.00,115.00,59.00,27.00
826,4128,517.00,12.00,54.00,16.00,6.00,120.00
827,4136,10.00,17.00,18.00,8.00,26.00,40.00
828,4137,398.00,40.00,367.00,119.00,122.00,30.00
829,4138,411.00,106.00,147.00,54.00,115.00,66.00
830,4141,426.00,49.00,127.00,111.00,21.00,42.00
831,4148,164.00,24.00,103.00,12.00,3.00,42.00
832,4149,586.00,66.00,653.00,17.00,0.00,26.00
833,4168,231.00,7.00,137.00,4.00,15.00,39.00
834,4174,97.00,1.00,19.00,2.00,0.00,11.00
835,4179,8.00,9.00,9.00,2.00,5.00,22.00
836,4184,189.00,2.00,29.00,3.00,2.00,40.00
837,4186,18.00,6.00,15.00,12.00,8.00,17.00
838,4188,204.00,5.00,39.00,17.00,0.00,89.00
839,4198,9.00,1.00,3.00,0.00,4.00,8.00
840,4200,167.00,2.00,62.00,24.00,13.00,7.00
841,4201,229.00,7.00,137.00,4.00,0.00,91.00
842,4207,1001.00,44.00,107.00,58.00,44.00,44.00
843,4211,4.00,12.00,5.00,3.00,16.00,17.00
844,4216,822.00,114.00,108.00,179.00,137.00,114.00
845,4220,73.00,0.00,13.00,0.00,1.00,0.00
846,4227,28.00,0.00,13.00,4.00,2.00,8.00
847,4240,4.00,9.00,16.00,17.00,0.00,12.00
848,4246,67.00,11.00,26.00,4.00,3.00,262.00
849,4248,1000.00,19.00,711.00,125.00,115.00,38.00
850,4252,213.00,5.00,28.00,7.00,7.00,41.00
851,4259,6.00,0.00,4.00,0.00,0.00,0.00
852,4261,1006.00,22.00,115.00,59.00,68.00,45.00
853,4268,129.00,0.00,21.00,0.00,1.00,7.00
854,4271,46.00,35.00,69.00,84.00,41.00,66.00
855,4278,910.00,111.00,724.00,49.00,74.00,55.00
856,4279,15.00,4.00,10.00,3.00,4.00,18.00
857,4286,580.00,6.00,58.00,8.00,0.00,27.00
858,4290,1.00,3.00,8.00,2.00,5.00,5.00
859,4297,13.00,2.00,18.00,6.00,1.00,0.00
860,4298,5.00,0.00,4.00,0.00,0.00,1.00
861,4299,1001.00,17.00,572.00,93.00,125.00,17.00
862,4301,23.00,1.00,13.00,2.00,2.00,18.00
863,4303,107.00,2.00,12.00,2.00,2.00,12.00
864,4310,507.00,93.00,520.00,242.00,40.00,26.00
865,4320,325.00,83.00,300.00,86.00,58.00,91.00
866,4322,881.00,38.00,319.00,16.00,25.00,12.00
867,4324,235.00,0.00,235.00,19.00,4.00,191.00
868,4328,5.00,1.00,7.00,17.00,14.00,11.00
869,4329,6.00,0.00,6.00,2.00,1.00,1.00
870,4331,913.00,26.00,376.00,17.00,26.00,13.00
871,4333,41.00,0.00,10.00,0.00,0.00,3.00
872,4338,23.00,0.00,9.00,0.00,0.00,12.00
873,4339,702.00,17.00,151.00,0.00,8.00,35.00
874,4345,5.00,1.00,9.00,2.00,0.00,4.00
875,4351,18.00,2.00,10.00,0.00,0.00,25.00
876,4356,1224.00,28.00,140.00,0.00,14.00,168.00
877,4368,42.00,7.00,43.00,20.00,12.00,10.00
878,4369,240.00,67.00,500.00,199.00,0.00,163.00
879,4370,18.00,1.00,32.00,6.00,3.00,28.00
880,4376,10.00,24.00,15.00,13.00,1.00,30.00
881,4377,254.00,10.00,44.00,30.00,10.00,227.00
882,4381,163.00,2.00,40.00,8.00,11.00,11.00
883,4385,23.00,0.00,15.00,0.00,2.00,7.00
884,4390,459.00,15.00,171.00,142.00,23.00,31.00
885,4391,635.00,15.00,100.00,20.00,7.00,131.00
886,4394,1142.00,29.00,249.00,38.00,29.00,14.00
887,4399,458.00,81.00,356.00,106.00,50.00,40.00
888,4405,622.00,7.00,115.00,30.00,0.00,15.00
889,4406,846.00,84.00,352.00,91.00,56.00,42.00
890,4415,10.00,4.00,4.00,3.00,3.00,14.00
891,4418,671.00,47.00,655.00,145.00,111.00,15.00
892,4426,367.00,4.00,51.00,6.00,4.00,95.00
893,4427,536.00,27.00,590.00,38.00,107.00,67.00
894,4432,2.00,3.00,20.00,6.00,11.00,9.00
895,4436,18.00,42.00,24.00,15.00,20.00,18.00
896,4437,112.00,6.00,92.00,3.00,9.00,38.00
897,4440,509.00,0.00,27.00,0.00,0.00,10.00
898,4442,31.00,19.00,35.00,26.00,14.00,52.00
899,4444,11.00,0.00,16.00,7.00,6.00,21.00
900,4452,292.00,6.00,37.00,0.00,3.00,34.00
901,4459,10.00,4.00,14.00,4.00,4.00,1.00
902,4470,62.00,1.00,44.00,6.00,5.00,22.00
903,4472,23.00,0.00,8.00,6.00,2.00,18.00
904,4475,1315.00,22.00,780.00,145.00,0.00,178.00
905,4477,247.00,49.00,159.00,7.00,82.00,109.00
906,4478,457.00,5.00,106.00,15.00,17.00,53.00
907,4480,365.00,3.00,15.00,4.00,3.00,11.00
908,4483,315.00,26.00,473.00,220.00,12.00,182.00
909,4487,15.00,20.00,25.00,2.00,7.00,26.00
910,4491,1099.00,0.00,45.00,0.00,0.00,34.00
911,4500,919.00,0.00,505.00,99.00,30.00,45.00
912,4501,292.00,127.00,635.00,132.00,127.00,165.00
913,4507,631.00,28.00,491.00,30.00,14.00,56.00
914,4508,203.00,35.00,305.00,46.00,17.00,227.00
915,4518,386.00,172.00,183.00,185.00,132.00,111.00
916,4530,972.00,19.00,595.00,180.00,26.00,138.00
917,4541,116.00,6.00,82.00,6.00,6.00,41.00
918,4543,777.00,129.00,573.00,216.00,21.00,203.00
919,4547,6.00,2.00,9.00,2.00,1.00,5.00
920,4548,23.00,4.00,10.00,0.00,2.00,15.00
921,4550,61.00,0.00,3.00,0.00,0.00,7.00
922,4552,83.00,2.00,101.00,64.00,26.00,117.00
923,4554,171.00,45.00,73.00,59.00,10.00,90.00
924,4557,10.00,7.00,19.00,8.00,2.00,21.00
925,4580,1394.00,22.00,708.00,89.00,91.00,182.00
926,4587,162.00,25.00,53.00,16.00,0.00,10.00
927,4597,889.00,55.00,685.00,168.00,92.00,129.00
928,4599,411.00,0.00,26.00,0.00,0.00,21.00
929,4603,371.00,32.00,189.00,0.00,58.00,6.00
930,4607,227.00,23.00,389.00,42.00,21.00,75.00
931,4608,163.00,23.00,424.00,27.00,65.00,76.00
932,4609,383.00,0.00,53.00,6.00,4.00,40.00
933,4611,1009.00,181.00,104.00,202.00,21.00,207.00
934,4619,6.00,2.00,3.00,1.00,262.00,3.00
935,4637,960.00,64.00,464.00,146.00,0.00,16.00
936,4640,561.00,85.00,171.00,25.00,123.00,114.00
937,4643,8.00,26.00,46.00,38.00,9.00,49.00
938,4646,207.00,26.00,447.00,75.00,0.00,223.00
939,4653,131.00,0.00,16.00,2.00,1.00,39.00
940,4654,571.00,12.00,523.00,63.00,60.00,24.00
941,4656,342.00,32.00,230.00,34.00,32.00,40.00
942,4669,4.00,19.00,9.00,28.00,25.00,17.00
943,4673,1004.00,12.00,145.00,32.00,12.00,36.00
944,4676,612.00,91.00,520.00,258.00,107.00,107.00
945,4679,721.00,0.00,152.00,119.00,50.00,50.00
946,4682,99.00,27.00,102.00,28.00,48.00,6.00
947,4686,861.00,31.00,558.00,62.00,95.00,79.00
948,4687,674.00,92.00,736.00,39.00,0.00,92.00
949,4690,443.00,10.00,75.00,0.00,10.00,48.00
950,4692,7.00,0.00,12.00,13.00,7.00,32.00
951,4697,248.00,3.00,81.00,4.00,3.00,51.00
952,4698,135.00,46.00,92.00,65.00,61.00,11.00
953,4702,1000.00,155.00,379.00,224.00,17.00,120.00
954,4706,29.00,0.00,5.00,0.00,1.00,5.00
955,4712,8.00,8.00,22.00,24.00,11.00,9.00
956,4713,74.00,0.00,42.00,2.00,1.00,6.00
957,4725,30.00,2.00,25.00,0.00,1.00,9.00
958,4741,391.00,32.00,70.00,21.00,32.00,16.00
959,4743,689.00,8.00,167.00,11.00,8.00,88.00
960,4749,368.00,24.00,68.00,38.00,0.00,88.00
961,4754,30.00,11.00,33.00,13.00,6.00,29.00
962,4756,176.00,29.00,818.00,0.00,33.00,112.00
963,4764,45.00,12.00,52.00,25.00,22.00,13.00
964,4767,635.00,114.00,254.00,132.00,152.00,76.00
965,4769,456.00,4.00,24.00,0.00,0.00,9.00
966,4785,520.00,7.00,154.00,19.00,0.00,14.00
967,4786,555.00,82.00,257.00,93.00,61.00,61.00
968,4789,769.00,22.00,500.00,210.00,143.00,33.00
969,4790,574.00,8.00,216.00,21.00,16.00,33.00
970,4791,19.00,1.00,17.00,2.00,0.00,2.00
971,4796,18.00,10.00,3.00,3.00,5.00,0.00
972,4808,1.00,2.00,5.00,6.00,0.00,3.00
973,4817,3.00,2.00,7.00,0.00,4.00,2.00
974,4827,154.00,22.00,202.00,39.00,30.00,8.00
975,4828,71.00,99.00,278.00,185.00,121.00,38.00
976,4832,6.00,5.00,17.00,3.00,24.00,46.00
977,4837,753.00,43.00,226.00,69.00,10.00,204.00
978,4838,5.00,1.00,8.00,0.00,0.00,1.00
979,4843,203.00,35.00,305.00,46.00,17.00,227.00
980,4855,14.00,0.00,24.00,3.00,3.00,2.00
981,4856,556.00,54.00,845.00,202.00,133.00,63.00
982,4860,7.00,2.00,8.00,3.00,2.00,3.00
983,4864,72.00,7.00,58.00,13.00,1.00,24.00
984,4865,229.00,7.00,140.00,10.00,3.00,11.00
985,4867,58.00,0.00,18.00,2.00,0.00,10.00
986,4877,34.00,0.00,7.00,0.00,0.00,0.00
987,4887,10.00,5.00,28.00,11.00,1.00,8.00
988,4910,1132.00,134.00,384.00,175.00,134.00,115.00
989,4915,176.00,72.00,98.00,136.00,21.00,229.00
990,4927,8.00,3.00,22.00,21.00,1.00,13.00
991,4931,1.00,0.00,1725.00,2.00,1.00,1.00
992,4937,12.00,2.00,20.00,3.00,2.00,5.00
993,4939,84.00,5.00,38.00,150.00,12.00,28.00
994,4943,1379.00,33.00,216.00,0.00,33.00,66.00
995,4944,227.00,23.00,389.00,42.00,21.00,75.00
996,4945,815.00,10.00,239.00,28.00,10.00,108.00
997,4947,606.00,24.00,974.00,197.00,194.00,64.00
998,4954,106.00,27.00,68.00,52.00,7.00,5.00
999,4961,29.00,0.00,25.00,2.00,2.00,3.00
1000,4964,680.00,11.00,392.00,75.00,0.00,0.00
